[contents]
count=31
Name=,D:\Users\jbrown\Documents\GitHub\BACandBlue\data\BACandBLUE_SUBSET_FFvsPA_10BB_PROvsREP\JTB-E02-199-14.D
1=,PBM Apex
2=,INT TIC: JTB-E02-199-14.D\data.ms
3=,INT TIC: JTB-E02-199-06.D\data.ms
4=,INT TIC: JTB-E02-199-07.D\data.ms
5=,INT TIC: JTB-E02-199-08.D\data.ms
6=,INT TIC: JTB-E02-199-11.D\data.ms
7=,INT TIC: JTB-E02-199-12.D\data.ms
8=,INT TIC: JTB-E02-199-13.D\data.ms
9=,INT TIC: JTB-E02-199-15.D\data.ms
10=,INT TIC: JTB-E02-199-16.D\data.ms
11=,INT TIC: JTB-E02-199-17.D\data.ms
12=,INT TIC: JTB-E02-200-06.D\data.ms
13=,INT TIC: JTB-E02-200-07.D\data.ms
14=,INT TIC: JTB-E02-200-08.D\data.ms
15=,INT TIC: JTB-E02-200-11.D\data.ms
16=,INT TIC: JTB-E02-200-12.D\data.ms
17=,INT TIC: JTB-E02-200-13.D\data.ms
18=,INT TIC: JTB-E02-200-14.D\data.ms
19=,INT TIC: JTB-E02-200-15.D\data.ms
20=,INT TIC: JTB-E02-200-16.D\data.ms
21=,INT TIC: JTB-E02-200-17.D\data.ms
22=,INT TIC: JTB-E02-201-06.D\data.ms
23=,INT TIC: JTB-E02-201-07.D\data.ms
24=,INT TIC: JTB-E02-201-08.D\data.ms
25=,INT TIC: JTB-E02-201-11.D\data.ms
26=,INT TIC: JTB-E02-201-12.D\data.ms
27=,INT TIC: JTB-E02-201-13.D\data.ms
28=,INT TIC: JTB-E02-201-14.D\data.ms
29=,INT TIC: JTB-E02-201-15.D\data.ms
30=,INT TIC: JTB-E02-201-16.D\data.ms
31=,INT TIC: JTB-E02-201-17.D\data.ms
[PBM Apex]
Time=,Wed Aug 07 15:06:00 2019
Header=,"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
93=, 93, 19.703, 2161,2169,2179,"VV  ", 450538, 20832716,  1.97,  0.315
94=, 94, 19.826, 2179,2184,2187,"VV  ", 203140,  6995458,  0.66,  0.106
95=, 95, 19.929, 2187,2196,2224,"VV  ",26866450,1058030346,100.00, 15.997
96=, 96, 20.221, 2224,2232,2238,"VV 2",2661616,105095415,  9.93,  1.589
97=, 97, 20.302, 2238,2242,2259,"VV 3",1970302, 85618890,  8.09,  1.295
98=, 98, 20.845, 2299,2309,2317,"VV 2", 530265, 18249192,  1.72,  0.276
99=, 99, 20.964, 2317,2324,2344,"VV 2", 121935,  8099306,  0.77,  0.122
100=,100, 21.190, 2344,2352,2370,"VV 2", 231666,  9767796,  0.92,  0.148
101=,101, 21.449, 2374,2384,2396,"VV 4",  80111,  4424091,  0.42,  0.067
102=,102, 21.680, 2406,2412,2429,"VV 10",  68228,  4201558,  0.40,  0.064
103=,103, 21.880, 2429,2437,2454,"VV 10",  51970,  2595928,  0.25,  0.039
104=,104, 22.361, 2486,2496,2501,"VV 2", 120183,  4298562,  0.41,  0.065
105=,105, 22.447, 2501,2506,2513,"VV 4", 124358,  4395402,  0.42,  0.066
106=,106, 22.542, 2513,2518,2533,"VV 9",  71244,  3099760,  0.29,  0.047
107=,107, 22.743, 2533,2543,2549,"PV 3", 128313,  5062056,  0.48,  0.077
108=,108, 22.839, 2549,2555,2559,"VV 2", 126414,  4654822,  0.44,  0.070
109=,109, 22.924, 2559,2565,2584,"VV 5", 157795, 10069173,  0.95,  0.152
110=,110, 23.288, 2604,2610,2614,"VV 5",  49528,  1450684,  0.14,  0.022
111=,111, 23.390, 2614,2623,2629,"VV 9", 101502,  3757371,  0.36,  0.057
112=,112, 23.525, 2629,2639,2641,"VV 7",  49868,  2438751,  0.23,  0.037
113=,113, 23.628, 2641,2652,2654,"VV 4", 266426,  9226479,  0.87,  0.140
114=,114, 23.693, 2654,2660,2668,"VV  ", 641745, 23701090,  2.24,  0.358
115=,115, 23.820, 2668,2675,2699,"VV  ",2385557,100661536,  9.51,  1.522
116=,116, 24.063, 2699,2705,2713,"VV 6", 171982,  8986149,  0.85,  0.136
117=,117, 24.181, 2713,2720,2736,"VV 7", 158315, 10941962,  1.03,  0.165
118=,118, 24.429, 2747,2750,2756,"VV 5",  78002,  2725372,  0.26,  0.041
119=,119, 24.580, 2756,2769,2793,"VV 4", 228800, 14824158,  1.40,  0.224
120=,120, 24.917, 2793,2810,2824,"VV 2", 440552, 18113861,  1.71,  0.274
121=,121, 25.172, 2829,2842,2851,"VV  ",2954372, 93964929,  8.88,  1.421
122=,122, 25.300, 2851,2858,2872,"VV 2", 614130, 27310190,  2.58,  0.413
123=,123, 25.425, 2872,2873,2889,"VV 10", 108959,  7833625,  0.74,  0.118
124=,124, 26.232, 2960,2972,2978,"VV 9", 125584,  8024749,  0.76,  0.121
125=,125, 26.296, 2978,2980,2984,"VV 3", 118844,  3190661,  0.30,  0.048
126=,126, 26.421, 2984,2996,3017,"VV  ", 998475, 46828456,  4.43,  0.708
127=,127, 26.611, 3017,3019,3026,"VV 6",  83496,  3222565,  0.30,  0.049
128=,128, 27.047, 3063,3073,3087,"VV  ", 799866, 35905326,  3.39,  0.543
129=,129, 27.211, 3087,3093,3104,"VV 3", 158181,  8720204,  0.82,  0.132
130=,130, 27.626, 3136,3144,3152,"VV 6",  54211,  2346004,  0.22,  0.035
131=,131, 27.813, 3161,3167,3179,"VV 6",  45900,  1778648,  0.17,  0.027
132=,132, 28.071, 3189,3199,3214,"BV 9",  55470,  2127207,  0.20,  0.032
133=,133, 28.247, 3214,3220,3228,"VV 9",  35141,  1234777,  0.12,  0.019
134=,134, 28.414, 3228,3241,3263,"VV 4",  77959,  6987300,  0.66,  0.106
135=,135, 29.238, 3332,3342,3345,"PV 7",  47558,  1458188,  0.14,  0.022
136=,136, 29.274, 3345,3347,3355,"VV 7",  45247,  1284991,  0.12,  0.019
137=,137, 29.924, 3411,3427,3435,"PV  ", 320769,  9930520,  0.94,  0.150
138=,138, 30.038, 3435,3441,3447,"VV 9",  46489,  2280500,  0.22,  0.034
139=,139, 30.099, 3447,3448,3460,"VV 10",  39228,  1770800,  0.17,  0.027
140=,140, 30.837, 3533,3539,3544,"VV 2",  50503,  1501558,  0.14,  0.023
141=,141, 31.064, 3561,3567,3570,"VV 3",  34988,  1003109,  0.09,  0.015
142=,142, 31.132, 3570,3576,3583,"VV  ", 137879,  4181030,  0.40,  0.063
143=,143, 31.239, 3583,3589,3596,"VV 2",  46592,  1519268,  0.14,  0.023
144=,144, 31.945, 3666,3676,3678,"PV 8",   5970,    88602,  0.01,  0.001
145=,145, 33.026, 3802,3809,3815,"PV 9",  61575,  1751020,  0.17,  0.026
146=,146, 33.139, 3815,3823,3834,"VV 4",  45728,  1885203,  0.18,  0.029
147=,147, 35.001, 4042,4052,4060,"PV  ", 199888,  5671514,  0.54,  0.086
148=,148, 36.980, 4289,4296,4303,"PV  ",  31135,   984316,  0.09,  0.015
[INT TIC: JTB-E02-199-06.D\data.ms]
Time=,Thu Aug 08 10:12:24 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
1=,  1,  2.151,    3,   8,  21,"BV  ",  36999,  1467915,  0.13,  0.036
2=,  2,  2.287,   21,  25,  39,"PV  ",3169070, 70127921,  6.22,  1.741
3=,  3,  2.433,   39,  43,  56,"VV 10", 414556, 16700115,  1.48,  0.415
4=,  4,  2.566,   56,  59,  64,"VV  ", 144658,  4365118,  0.39,  0.108
5=,  5,  3.125,  123, 128, 140,"VV 2",  85090,  3299353,  0.29,  0.082
6=,  6,  3.326,  146, 153, 206,"VV 2",23669339,917628266, 81.41, 22.784
7=,  7,  3.770,  206, 207, 209,"VV  ", 430398,  6532118,  0.58,  0.162
8=,  8,  3.811,  209, 212, 225,"VV  ", 407083, 26957433,  2.39,  0.669
9=,  9,  3.929,  225, 227, 249,"VV 2", 305089, 31297019,  2.78,  0.777
10=, 10,  4.166,  249, 256, 263,"VV 8", 391592, 18653964,  1.65,  0.463
11=, 11,  4.885,  338, 344, 349,"VV 6", 130368,  5896623,  0.52,  0.146
12=, 12,  4.984,  349, 357, 432,"VV 4",10667447,475223436, 42.16, 11.799
13=, 13,  5.647,  432, 438, 442,"VV 9", 279809, 12266717,  1.09,  0.305
14=, 14,  5.710,  442, 446, 459,"VV 3", 293474, 17859913,  1.58,  0.443
15=, 15,  5.996,  475, 481, 488,"VV  ", 139392,  7548676,  0.67,  0.187
16=, 16,  6.264,  502, 514, 515,"VV 7", 116145,  6552763,  0.58,  0.163
17=, 17,  6.372,  515, 527, 529,"VV 6", 141659,  8544524,  0.76,  0.212
18=, 18,  6.412,  529, 532, 534,"VV 3", 151785,  3537559,  0.31,  0.088
19=, 19,  6.462,  534, 539, 540,"VV 4", 177103,  4463745,  0.40,  0.111
20=, 20,  6.491,  540, 542, 548,"VV 7", 181282,  7004909,  0.62,  0.174
21=, 21,  6.553,  548, 550, 564,"VV  ", 181669,  9696646,  0.86,  0.241
22=, 22,  6.894,  587, 592, 600,"VV 10",  92951,  3288438,  0.29,  0.082
23=, 23,  7.452,  650, 660, 668,"VV 8",  37024,  1247876,  0.11,  0.031
24=, 24,  8.186,  738, 751, 758,"PV 3",  21471,   744526,  0.07,  0.018
25=, 25,  8.365,  765, 773, 778,"VV 7",  31307,   829898,  0.07,  0.021
26=, 26,  8.543,  787, 795, 800,"PV  ",  28398,   694825,  0.06,  0.017
27=, 27,  8.818,  816, 829, 858,"BV 4",2483977, 96217129,  8.54,  2.389
28=, 28,  9.071,  858, 860, 873,"VB 2",  54331,  1652145,  0.15,  0.041
29=, 29,  9.616,  923, 927, 941,"VV 2",  57468,  1754045,  0.16,  0.044
30=, 30, 10.042,  965, 979, 988,"PV 4",  71201,  3559990,  0.32,  0.088
31=, 31, 10.263, 1000,1006,1024,"VV 2",  43055,  2365116,  0.21,  0.059
32=, 32, 11.219, 1116,1124,1135,"PV 2",  69991,  2472703,  0.22,  0.061
33=, 33, 12.764, 1306,1314,1326,"PV 2",  87433,  2941948,  0.26,  0.073
34=, 34, 13.229, 1362,1372,1381,"PV 2",  32247,   972155,  0.09,  0.024
35=, 35, 14.236, 1486,1496,1518,"VV 8", 848125, 31922690,  2.83,  0.793
36=, 36, 16.051, 1711,1719,1743,"VV 10", 223698,  9309433,  0.83,  0.231
37=, 37, 19.210, 2091,2108,2112,"PV 6",  74701,  4554225,  0.40,  0.113
38=, 38, 19.317, 2112,2121,2139,"VV 3", 262235, 16701283,  1.48,  0.415
39=, 39, 19.535, 2139,2148,2158,"VV 7", 706882, 24656272,  2.19,  0.612
40=, 40, 19.692, 2158,2167,2188,"VV 2",2443463, 84227988,  7.47,  2.091
41=, 41, 19.941, 2188,2198,2233,"VV  ", 344270, 31843318,  2.83,  0.791
42=, 42, 20.304, 2233,2243,2255,"VV 4",1305650, 43747523,  3.88,  1.086
43=, 43, 20.467, 2255,2263,2280,"VV 8", 313039, 12212697,  1.08,  0.303
44=, 44, 21.666, 2401,2410,2422,"PV 8", 231294,  7938531,  0.70,  0.197
45=, 45, 21.862, 2422,2434,2444,"VV 7", 201971,  7096599,  0.63,  0.176
46=, 46, 22.253, 2460,2482,2490,"VV 7",  47321,  2295561,  0.20,  0.057
47=, 47, 22.476, 2501,2510,2531,"PV 7",  66442,  2723951,  0.24,  0.068
48=, 48, 22.975, 2560,2571,2585,"VV 9",  53352,  3134562,  0.28,  0.078
49=, 49, 23.806, 2664,2674,2710,"VV  ",9866373,338888027, 30.07,  8.414
50=, 50, 24.166, 2710,2718,2722,"VV 5", 124300,  5487316,  0.49,  0.136
51=, 51, 24.244, 2722,2728,2742,"VV 8", 130776,  6076088,  0.54,  0.151
52=, 52, 24.428, 2742,2750,2757,"VV 8", 295661,  8281915,  0.73,  0.206
53=, 53, 24.539, 2757,2764,2779,"VV 4", 103303,  3211326,  0.28,  0.080
54=, 54, 25.508, 2874,2883,2906,"VV 4",  97120,  4735176,  0.42,  0.118
55=, 55, 26.160, 2952,2963,2975,"VV 10",  34802,  1837382,  0.16,  0.046
56=, 56, 26.693, 3011,3029,3036,"PV 10",  39414,  1540303,  0.14,  0.038
57=, 57, 26.889, 3045,3053,3057,"VV 9",  31604,  1302151,  0.12,  0.032
58=, 58, 27.018, 3057,3069,3110,"VV  ",30689290,1127181462,100.00, 27.987
59=, 59, 27.359, 3110,3111,3128,"VV  ", 203211, 13270386,  1.18,  0.329
60=, 60, 27.561, 3128,3136,3142,"VV  ", 116053,  7018215,  0.62,  0.174
61=, 61, 27.631, 3142,3145,3162,"VV  ",  97896,  6518954,  0.58,  0.162
62=, 62, 28.241, 3211,3220,3224,"PV 8",  54690,  1478177,  0.13,  0.037
63=, 63, 28.371, 3224,3236,3267,"VV 4",5272177,278105095, 24.67,  6.905
64=, 64, 28.633, 3267,3268,3274,"VV 6",  99725,  3284736,  0.29,  0.082
65=, 65, 28.693, 3274,3275,3282,"VV 6",  77973,  2193054,  0.19,  0.054
66=, 66, 28.801, 3282,3289,3300,"VV 6", 181024,  6120817,  0.54,  0.152
67=, 67, 30.044, 3418,3442,3475,"PV 2",1110333, 82773946,  7.34,  2.055
68=, 68, 30.331, 3475,3477,3483,"VV 6",  18617,   497715,  0.04,  0.012
69=, 69, 31.237, 3577,3589,3599,"VV 5", 318512, 11560441,  1.03,  0.287
70=, 70, 31.988, 3668,3681,3709,"PV 5", 465778, 31829620,  2.82,  0.790
71=, 71, 32.695, 3761,3768,3777,"PV 5",  81584,  2508285,  0.22,  0.062
72=, 72, 33.133, 3812,3822,3830,"PV 7",  36345,  1162230,  0.10,  0.029
73=, 73, 34.576, 3986,3999,4025,"PV 7", 278481, 13504714,  1.20,  0.335
74=, 74, 35.180, 4056,4074,4082,"PV 7",  45750,  1514486,  0.13,  0.038
75=, 75, 36.346, 4208,4217,4223,"PV 7",  79307,  2996050,  0.27,  0.074
76=, 76, 36.407, 4223,4225,4240,"VV 7",  44003,  1257667,  0.11,  0.031
77=, 77, 37.379, 4335,4345,4353,"PBA7", 142329,  4689687,  0.42,  0.116
[INT TIC: JTB-E02-199-07.D\data.ms]
Time=,Thu Aug 08 10:12:25 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
1=,  1,  2.287,   13,  25,  36,"BV  ",3392412, 69214774,  8.68,  2.314
2=,  2,  2.432,   36,  43,  56,"VV  ", 528800, 24434151,  3.06,  0.817
3=,  3,  2.568,   56,  59,  85,"VV 2", 198013, 14987322,  1.88,  0.501
4=,  4,  3.125,  118, 128, 140,"VV 3", 120462,  6706862,  0.84,  0.224
5=,  5,  3.326,  144, 153, 196,"VV  ",19020667,663721142, 83.20, 22.189
6=,  6,  3.691,  196, 197, 211,"VV 9", 388768, 23925587,  3.00,  0.800
7=,  7,  3.832,  211, 215, 236,"VV 2", 338465, 32730481,  4.10,  1.094
8=,  8,  4.018,  236, 238, 250,"VV  ", 209632, 13444950,  1.69,  0.449
9=,  9,  4.165,  250, 256, 263,"VV 8", 437374, 16714034,  2.10,  0.559
10=, 10,  4.338,  274, 277, 281,"VV 5", 183460,  5780377,  0.72,  0.193
11=, 11,  4.983,  349, 357, 381,"VV 2",7620265,279113468, 34.99,  9.331
12=, 12,  5.199,  381, 383, 388,"VV  ", 457824, 16209822,  2.03,  0.542
13=, 13,  5.254,  388, 390, 413,"VV 9", 390059, 35342957,  4.43,  1.182
14=, 14,  5.648,  428, 438, 442,"VV 2", 279180, 15037502,  1.89,  0.503
15=, 15,  5.705,  442, 445, 474,"VV 5", 263764, 25638934,  3.21,  0.857
16=, 16,  5.999,  474, 482, 492,"VV  ", 163455,  9487878,  1.19,  0.317
17=, 17,  6.202,  496, 507, 508,"VV  ", 104835,  5655126,  0.71,  0.189
18=, 18,  6.307,  508, 519, 521,"VV 4", 130184,  7564554,  0.95,  0.253
19=, 19,  6.417,  521, 533, 535,"VV 8", 161646,  9635552,  1.21,  0.322
20=, 20,  6.469,  535, 539, 542,"VV 5", 195794,  6862457,  0.86,  0.229
21=, 21,  6.518,  542, 545, 567,"VV  ", 190747, 14955234,  1.87,  0.500
22=, 22,  7.218,  626, 632, 638,"VV  ",  45727,  1574151,  0.20,  0.053
23=, 23,  7.457,  653, 661, 672,"VV  ",  52023,  2318545,  0.29,  0.078
24=, 24,  8.361,  759, 772, 780,"PV 8",  41495,  1310438,  0.16,  0.044
25=, 25,  8.542,  787, 795, 806,"PV  ",  43543,  1679033,  0.21,  0.056
26=, 26,  8.818,  821, 829, 871,"PV 5",1752923, 79007211,  9.90,  2.641
27=, 27,  9.180,  871, 873, 890,"VV 5",  65154,  4497421,  0.56,  0.150
28=, 28,  9.326,  890, 891, 908,"VV 5",  33652,  1265817,  0.16,  0.042
29=, 29, 10.044,  965, 979, 995,"PV 5",  58312,  3413115,  0.43,  0.114
30=, 30, 10.262, 1000,1006,1010,"PV 7",  23952,   505585,  0.06,  0.017
31=, 31, 11.222, 1114,1125,1133,"PV 7",  57521,  2042362,  0.26,  0.068
32=, 32, 12.481, 1273,1280,1303,"VV 7",  35106,  1445769,  0.18,  0.048
33=, 33, 12.765, 1303,1315,1326,"PV 8",  70281,  2611410,  0.33,  0.087
34=, 34, 13.231, 1356,1372,1377,"PV 8",  23833,   867215,  0.11,  0.029
35=, 35, 13.945, 1456,1460,1466,"VV 8",  22296,   654935,  0.08,  0.022
36=, 36, 14.236, 1484,1496,1523,"VV 9", 584743, 24072985,  3.02,  0.805
37=, 37, 16.055, 1704,1720,1727,"PV 5", 139426,  3853175,  0.48,  0.129
38=, 38, 19.127, 2090,2098,2109,"PV 4",  29956,  1263437,  0.16,  0.042
39=, 39, 19.322, 2113,2122,2135,"VV 3",  55566,  2684998,  0.34,  0.090
40=, 40, 19.539, 2141,2148,2158,"VV 6", 302027,  7998633,  1.00,  0.267
41=, 41, 19.698, 2158,2168,2188,"PV 2",1024530, 35089045,  4.40,  1.173
42=, 42, 19.944, 2188,2198,2229,"VV  ", 276056, 25870113,  3.24,  0.865
43=, 43, 20.206, 2229,2231,2234,"VV 2",  35284,   808471,  0.10,  0.027
44=, 44, 20.308, 2234,2243,2255,"VV 5", 966469, 33939604,  4.25,  1.135
45=, 45, 20.470, 2255,2263,2287,"VV 10", 249036, 10930445,  1.37,  0.365
46=, 46, 21.667, 2399,2410,2423,"VV 10", 195332,  6982598,  0.88,  0.233
47=, 47, 21.864, 2428,2435,2453,"VV 10", 178498,  6430132,  0.81,  0.215
48=, 48, 22.255, 2473,2483,2501,"VV 2",  41210,  1904301,  0.24,  0.064
49=, 49, 22.959, 2553,2569,2573,"PV 2",  59916,  2427532,  0.30,  0.081
50=, 50, 22.995, 2573,2574,2584,"VV 9",  54215,  1707526,  0.21,  0.057
51=, 51, 23.703, 2655,2661,2664,"VV  ",  36866,  1154086,  0.14,  0.039
52=, 52, 23.810, 2664,2674,2713,"VV  ",7670273,278406570, 34.90,  9.307
53=, 53, 24.165, 2713,2718,2723,"VV 6", 134143,  5250803,  0.66,  0.176
54=, 54, 24.248, 2723,2728,2742,"VV 9", 135645,  8280696,  1.04,  0.277
55=, 55, 24.431, 2742,2751,2758,"VV 4", 255623,  9368816,  1.17,  0.313
56=, 56, 24.545, 2758,2765,2773,"VV 4", 122836,  5707496,  0.72,  0.191
57=, 57, 25.333, 2855,2862,2873,"VV  ",  57508,  2552666,  0.32,  0.085
58=, 58, 26.173, 2957,2965,2975,"PV 7",  40591,  1607098,  0.20,  0.054
59=, 59, 27.025, 3059,3070,3131,"VV 2",22250659,797727789,100.00, 26.669
60=, 60, 27.547, 3131,3134,3142,"VV 8",  95199,  4419541,  0.55,  0.148
61=, 61, 27.636, 3142,3145,3155,"VV 10",  79632,  4094980,  0.51,  0.137
62=, 62, 28.242, 3211,3220,3224,"VV 8",  66227,  2638581,  0.33,  0.088
63=, 63, 28.382, 3224,3237,3270,"VV 4",2886044,172144187, 21.58,  5.755
64=, 64, 28.669, 3270,3272,3282,"VV 10", 121761,  5852203,  0.73,  0.196
65=, 65, 28.801, 3282,3289,3299,"VV 10", 168750,  8117685,  1.02,  0.271
66=, 66, 29.531, 3371,3378,3387,"VV 10",  39542,  1759589,  0.22,  0.059
67=, 67, 30.045, 3417,3442,3477,"PV 2", 690705, 57330640,  7.19,  1.917
68=, 68, 30.345, 3477,3479,3493,"VV 2",  19987,   722004,  0.09,  0.024
69=, 69, 31.131, 3568,3575,3580,"PV  ",  29595,   910820,  0.11,  0.030
70=, 70, 31.246, 3580,3590,3603,"VV 4",  65188,  2907756,  0.36,  0.097
71=, 71, 31.990, 3664,3681,3712,"VV 4", 325630, 26824259,  3.36,  0.897
72=, 72, 32.698, 3761,3768,3785,"VV 4",  74128,  2772113,  0.35,  0.093
73=, 73, 33.144, 3810,3823,3828,"BV 7",  35885,  1053459,  0.13,  0.035
74=, 74, 34.580, 3986,4000,4018,"PV 7", 227916, 11946254,  1.50,  0.399
75=, 75, 35.177, 4060,4073,4083,"VV 7",  69069,  3210561,  0.40,  0.107
76=, 76, 35.710, 4131,4139,4152,"VV 7",  31911,  1494183,  0.19,  0.050
77=, 77, 36.346, 4207,4217,4222,"VV 7",  59702,  2188185,  0.27,  0.073
78=, 78, 37.379, 4336,4345,4353,"PBA7", 120787,  4468246,  0.56,  0.149
[INT TIC: JTB-E02-199-08.D\data.ms]
Time=,Thu Aug 08 10:12:26 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
1=,  1,  2.276,   14,  23,  50,"BV  ",1563569, 34251866,100.00, 64.348
2=,  2,  2.506,   50,  52,  59,"VV 2",  49580,  1893029,  5.53,  3.556
3=,  3,  2.612,   59,  65,  71,"VV  ",  56854,  2174227,  6.35,  4.085
4=,  4,  3.321,  145, 152, 169,"PV  ", 131249,  5304296, 15.49,  9.965
5=,  5,  3.481,  169, 172, 179,"VV 5",  19005,   604892,  1.77,  1.136
6=,  6,  4.984,  344, 357, 384,"PV 2",  59204,  3279122,  9.57,  6.160
7=,  7, 23.819, 2663,2675,2696,"PV  ", 130322,  5721612, 16.70, 10.749
[INT TIC: JTB-E02-199-11.D\data.ms]
Time=,Thu Aug 08 10:12:27 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
1=,  1,  2.290,   19,  25,  39,"PV  ", 852973, 25219223,  1.89,  0.363
2=,  2,  2.418,   39,  41,  56,"VV 10", 115479,  6161912,  0.46,  0.089
3=,  3,  2.577,   56,  60,  62,"VV  ", 277941,  5247993,  0.39,  0.076
4=,  4,  2.624,   62,  66,  82,"VV  ", 603671, 20992264,  1.57,  0.302
5=,  5,  2.799,   82,  88, 107,"VV  ",2312454, 72524437,  5.44,  1.045
6=,  6,  2.968,  107, 108, 111,"VV 3", 128345,  2387119,  0.18,  0.034
7=,  7,  3.018,  111, 115, 120,"VV 3", 298959,  8420658,  0.63,  0.121
8=,  8,  3.121,  120, 127, 134,"VV 2",4212167,134438199, 10.09,  1.937
9=,  9,  3.207,  134, 138, 146,"VV  ",1692441, 60875898,  4.57,  0.877
10=, 10,  3.323,  146, 152, 182,"VV  ",10563273,370780735, 27.82,  5.342
11=, 11,  3.586,  182, 185, 191,"VV 5", 588246, 22227493,  1.67,  0.320
12=, 12,  3.692,  191, 198, 210,"VV  ",15281644,471759183, 35.39,  6.796
13=, 13,  3.828,  210, 214, 225,"VV  ",4050841,167807272, 12.59,  2.418
14=, 14,  3.978,  225, 233, 234,"VV 2",4636421,114917033,  8.62,  1.656
15=, 15,  4.026,  234, 239, 260,"VV  ",19098512,571958684, 42.91,  8.240
16=, 16,  4.251,  260, 266, 280,"VV  ",12492067,425547116, 31.93,  6.131
17=, 17,  4.375,  280, 282, 301,"VV  ",1152680, 68419382,  5.13,  0.986
18=, 18,  4.655,  310, 316, 331,"VV  ", 958164, 48935246,  3.67,  0.705
19=, 19,  4.819,  331, 336, 339,"VV  ", 464058, 15143426,  1.14,  0.218
20=, 20,  4.856,  339, 341, 350,"VV 6", 399997, 16364433,  1.23,  0.236
21=, 21,  4.981,  350, 356, 376,"VV 2",2465861,119611742,  8.97,  1.723
22=, 22,  5.181,  376, 381, 383,"VV 3", 609856, 19158079,  1.44,  0.276
23=, 23,  5.218,  383, 385, 398,"VV 5", 589193, 29157801,  2.19,  0.420
24=, 24,  5.353,  398, 402, 406,"VV 3", 355495, 11840235,  0.89,  0.171
25=, 25,  5.411,  406, 409, 413,"VV 3", 359905, 11374975,  0.85,  0.164
26=, 26,  5.472,  413, 417, 425,"VV 2", 338568, 16406381,  1.23,  0.236
27=, 27,  5.589,  425, 431, 442,"VV 2", 944231, 35968898,  2.70,  0.518
28=, 28,  5.714,  442, 447, 459,"VV 2", 320861, 19273741,  1.45,  0.278
29=, 29,  5.998,  475, 481, 496,"VV  ",1942466, 65159781,  4.89,  0.939
30=, 30,  6.160,  496, 501, 511,"VV  ", 562676, 23943089,  1.80,  0.345
31=, 31,  6.274,  511, 515, 522,"VV 3", 300558, 13359965,  1.00,  0.192
32=, 32,  6.347,  522, 524, 529,"VV 4", 214425,  7427833,  0.56,  0.107
33=, 33,  6.413,  529, 532, 536,"VV 4", 214098,  6086850,  0.46,  0.088
34=, 34,  6.469,  536, 539, 545,"VV 8", 226116,  9174655,  0.69,  0.132
35=, 35,  6.535,  545, 548, 549,"VV 3", 224683,  4679938,  0.35,  0.067
36=, 36,  6.596,  549, 555, 560,"VV  ", 959240, 28087539,  2.11,  0.405
37=, 37,  6.684,  560, 566, 586,"VV  ",8690488,250527831, 18.79,  3.609
38=, 38,  6.869,  586, 589, 600,"VV 9", 351371, 16222850,  1.22,  0.234
39=, 39,  6.992,  600, 604, 607,"VV  ", 219801,  6898054,  0.52,  0.099
40=, 40,  7.076,  607, 614, 622,"VV 5", 347842, 17267104,  1.30,  0.249
41=, 41,  7.179,  622, 627, 630,"VV 2", 278697,  8773505,  0.66,  0.126
42=, 42,  7.253,  630, 636, 652,"VV  ",2090998, 60468206,  4.54,  0.871
43=, 43,  7.571,  666, 675, 697,"VV  ",4668334,155818804, 11.69,  2.245
44=, 44,  7.821,  697, 706, 711,"VV 9", 171379,  9116619,  0.68,  0.131
45=, 45,  7.900,  711, 716, 719,"VV 2", 227880,  6796854,  0.51,  0.098
46=, 46,  7.961,  719, 723, 742,"VV  ", 427768, 16775593,  1.26,  0.242
47=, 47,  8.167,  742, 748, 763,"VV 8", 101783,  5636067,  0.42,  0.081
48=, 48,  8.334,  763, 769, 774,"VV 4",  73203,  2795624,  0.21,  0.040
49=, 49,  8.567,  791, 798, 820,"VV  ", 345533, 12758425,  0.96,  0.184
50=, 50,  8.808,  820, 827, 843,"VV 2", 565276, 23761023,  1.78,  0.342
51=, 51,  8.974,  843, 848, 860,"VV 4", 150417,  9969615,  0.75,  0.144
52=, 52,  9.133,  860, 867, 879,"VV  ", 200900,  9669101,  0.73,  0.139
53=, 53,  9.451,  895, 907, 913,"VV 6", 252581, 12031235,  0.90,  0.173
54=, 54,  9.543,  913, 918, 941,"VV 7", 146911,  7597280,  0.57,  0.109
55=, 55,  9.967,  963, 970, 981,"VV 4", 307837, 10277110,  0.77,  0.148
56=, 56, 10.110,  981, 988, 994,"VV 4",  46276,  2212667,  0.17,  0.032
57=, 57, 10.354,  994,1018,1029,"VV 3",11961064,453599932, 34.03,  6.535
58=, 58, 10.462, 1029,1031,1057,"VV 7", 488069, 30889177,  2.32,  0.445
59=, 59, 10.711, 1057,1062,1071,"VV 10", 109090,  6003216,  0.45,  0.086
60=, 60, 11.019, 1093,1100,1104,"VV 9",  64297,  2560333,  0.19,  0.037
61=, 61, 11.108, 1104,1110,1117,"VV 10",  80114,  3367331,  0.25,  0.049
